0	0	126	126	0
1	0	126	126	0
2	0	126	126	0
3	0	126	126	0
4	0	126	126	0
5	0	126	126	0
6	0	126	126	0
7	0	126	126	0
8	0	126	126	0
9	0	126	126	0
10	0	126	126	0
11	0	126	126	0
12	0	126	126	0
13	0	126	126	0
14	0	126	126	0
15	0	126	126	0
16	0	126	126	0
17	0	126	126	0
18	0	126	126	0
19	0	126	126	0
20	0	126	126	0
21	0	126	126	0
22	0	126	126	0
23	0	126	126	0
24	0	126	126	0
25	0	126	126	0
26	0	126	126	0
27	-1	126	127	0
28	0	127	127	0
29	0	127	127	0
30	0	127	127	0
31	0	127	127	0
32	0	127	127	0
33	0	127	127	0
34	0	127	127	0
35	0	127	127	0
36	0	127	127	0
37	0	127	127	0
38	0	127	127	0
39	0	127	127	0
40	0	127	127	0
41	0	127	127	0
42	0	127	127	0
43	0	127	127	0
44	0	127	127	0
45	0	127	127	0
46	0	127	127	0
47	0	127	127	0
48	0	127	127	0
49	0	127	127	0
50	0	127	127	0
51	0	127	127	0
52	0	127	127	0
53	0	127	127	0
54	-1	127	128	0
55	0	128	128	0
56	0	128	128	0
57	0	128	128	0
58	0	128	128	0
59	0	128	128	0
60	0	128	128	0
61	0	128	128	0
62	0	128	128	0
63	0	128	128	0
64	0	128	128	0
65	0	128	128	0
66	0	128	128	0
67	0	128	128	0
68	0	128	128	0
69	0	128	128	0
70	0	128	128	0
71	0	128	128	0
72	0	128	128	0
73	0	128	128	0
74	0	128	128	0
75	0	128	128	0
76	0	128	128	0
77	0	128	128	0
78	0	128	128	0
79	0	128	128	0
80	0	128	128	0
81	0	128	128	0
82	-1	128	129	0
83	0	129	129	0
84	0	129	129	0
85	0	129	129	0
86	0	129	129	0
87	0	129	129	0
88	0	129	129	0
89	0	129	129	0
90	0	129	129	0
91	0	129	129	0
92	0	129	129	0
93	0	129	129	0
94	0	129	129	0
95	0	129	129	0
96	0	129	129	0
97	0	129	129	0
98	0	129	129	0
99	0	129	129	0
100	0	129	129	0
101	0	129	129	0
102	0	129	129	0
103	0	129	129	0
104	0	129	129	0
105	0	129	129	0
106	0	129	129	0
107	0	129	129	0
108	0	129	129	0
109	0	129	129	0
110	0	129	129	0
111	0	129	129	0
112	0	129	129	0
113	0	129	129	0
114	0	129	129	0
115	0	129	129	0
116	0	129	129	0
117	0	129	129	0
118	0	129	129	0
119	0	129	129	0
120	0	129	129	0
121	0	129	129	0
122	0	129	129	0
123	0	129	129	0
124	0	129	129	0
125	0	129	129	0
126	0	129	129	0
127	0	129	129	0
128	0	129	129	0
129	0	129	129	0
130	0	129	129	0
131	0	129	129	0
132	0	129	129	0
133	0	129	129	0
134	0	129	129	0
135	0	129	129	0
136	1	129	128	0
137	0	128	128	0
138	0	128	128	0
139	0	128	128	0
140	0	128	128	0
141	0	128	128	0
142	0	128	128	0
143	0	128	128	0
144	0	128	128	0
145	0	128	128	0
146	0	128	128	0
147	0	128	128	0
148	0	128	128	0
149	0	128	128	0
150	0	128	128	0
151	0	128	128	0
152	0	128	128	0
153	0	128	128	0
154	0	128	128	0
155	0	128	128	0
156	0	128	128	0
157	0	128	128	0
158	0	128	128	0
159	0	128	128	0
160	0	128	128	0
161	0	128	128	0
162	0	128	128	0
163	1	128	127	0
164	0	127	127	0
165	0	127	127	0
166	0	127	127	0
167	0	127	127	0
168	0	127	127	0
169	0	127	127	0
170	0	127	127	0
171	0	127	127	0
172	0	127	127	0
173	0	127	127	0
174	0	127	127	0
175	0	127	127	0
176	0	127	127	0
177	0	127	127	0
178	0	127	127	0
179	0	127	127	0
180	0	127	127	0
181	0	127	127	0
182	0	127	127	0
183	0	127	127	0
184	0	127	127	0
185	0	127	127	0
186	0	127	127	0
187	0	127	127	0
188	0	127	127	0
189	0	127	127	0
190	0	127	127	0
191	1	127	126	0
192	0	126	126	0
193	0	126	126	0
194	0	126	126	0
195	0	126	126	0
196	0	126	126	0
197	0	126	126	0
198	0	126	126	0
199	0	126	126	0
200	0	126	126	0
201	0	126	126	0
202	0	126	126	0
203	0	126	126	0
204	0	126	126	0
205	0	126	126	0
206	0	126	126	0
207	0	126	126	0
208	0	126	126	0
209	0	126	126	0
210	0	126	126	0
211	0	126	126	0
212	0	126	126	0
213	0	126	126	0
214	0	126	126	0
215	0	126	126	0
216	0	126	126	0
217	0	126	126	0
218	0	126	126	0
219	0	126	126	0
220	0	126	126	0
221	0	126	126	0
222	0	126	126	0
223	0	126	126	0
224	0	126	126	0
225	0	126	126	0
226	0	126	126	0
227	0	126	126	0
228	0	126	126	0
229	0	126	126	0
230	0	126	126	0
231	0	126	126	0
232	0	126	126	0
233	0	126	126	0
234	0	126	126	0
235	0	126	126	0
236	0	126	126	0
237	0	126	126	0
238	0	126	126	0
239	0	126	126	0
240	0	126	126	0
241	0	126	126	0
242	0	126	126	0
243	0	126	126	0
244	0	126	126	0
245	-1	126	127	0
246	0	127	127	0
247	0	127	127	0
248	0	127	127	0
249	0	127	127	0
250	0	127	127	0
251	0	127	127	0
252	0	127	127	0
253	0	127	127	0
